event_id,log_template,processed_template,summary,source_entity,source_entity_type,target_entity,target_entity_type,action,status,java_exception,entity,entity_type,entity_1,action_1,status_id,is_anomaly,is_anomaly_reason
318,"ciod: for node <*>, incomplete data written to core file core.<*>","ciod: for node , incomplete data written to core file core.",ciod writing incomplete data to core file,ciod,SYSTEM MODULE,node,OBJECT,writing,incomplete,,ciod,SYSTEM MODULE,ciod,writing,318,True,"The log message indicates an incomplete data written to a core file, which is not a normal execution process."
189,ciod: Error creating node map from file <*>: Device or resource busy,ciod: Error creating node map from file : Device or resource busy,Error creating node map,ciod,SYSTEM MODULE,node map,OBJECT,creating,error,,ciod,SYSTEM MODULE,ciod,creating,189,True,"Error message indicates a problem creating a node map, likely due to device or resource being busy"
151,ciod: Error creating node map from file <*>: No child processes,ciod: Error creating node map from file : No child processes,Error creating node map,ciod,SYSTEM MODULE,node map,OBJECT,creating,error,,ciod,SYSTEM MODULE,ciod,creating,151,True,Error message indicates a failure in creating a node map from a file due to 'No child processes'. This is abnormal behavior.
150,ciod: Unexpected eof at line <*> of node map file <*>,ciod: Unexpected eof at line  of node map file ,Unexpected eof in node map file,ciod,SYSTEM MODULE,node map file,OBJECT,none,unexpected eof,,ciod,SYSTEM MODULE,ciod,refresh,150,True,"The log message indicates an unexpected end of file at a specific line of a node map file, which is a common sign of abnormal execution process."
190,ciod: Error creating node map from file <*>: Block device required,ciod: Error creating node map from file : Block device required,Error creating node map,ciod,SYSTEM MODULE,node map,OBJECT,creating,error,,ciod,SYSTEM MODULE,ciod,refresh,190,True,"Error message indicates a problem creating a node map from a file, which is abnormal behavior"
191,ciod: Error creating node map from file <*>: Permission denied,ciod: Error creating node map from file : Permission denied,Error creating node map with permission denied,ciod,SYSTEM MODULE,node map,OBJECT,creating,permission denied,,ciod,SYSTEM MODULE,ciod,checkingParity,191,True,"Error message indicates a permission denied issue, which is abnormal in the execution process"
170,ciod: Error creating node map from file <*>: Bad file descriptor,ciod: Error creating node map from file : Bad file descriptor,ciod node map creation failure,ciod,SYSTEM MODULE,none,none,creating node map,failure,,ciod,SYSTEM MODULE,ciod,refreshing,170,True,Error message indicating a problem with creating a node map from a file due to a bad file descriptor
196,"ciod: Error loading <*>: invalid or missing program image, Exec format error","ciod: Error loading : invalid or missing program image, Exec format error",ciod loading error,ciod,SYSTEM MODULE,none,none,loading,error,,ciod,SYSTEM MODULE,ciod,refresh,196,True,"The log message indicates an error loading a program image due to an Exec format error, which is not a normal execution process."
159,ciod: <*> coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,ciod:  coordinate  exceeds physical dimension  at line  of node map file ,ciod exceeding physical dimension,ciod,SYSTEM MODULE,coordinate,OBJECT,exceeds,physical dimension,,ciod,SYSTEM MODULE,ciod,exceeds,159,True,"The log message indicates an error related to physical dimensions exceeding limits, which is considered abnormal in the execution process."
306,ciod: Error creating node map from file <*>: No such file or directory,ciod: Error creating node map from file : No such file or directory,Error creating node map,ciod,SYSTEM MODULE,node map,OBJECT,creating,error,,ciod,SYSTEM MODULE,ciod,creating,306,True,Error message indicating a failure to create a node map from a file due to a missing file or directory
14,ciod: LOGIN chdir(<*>) failed: No such file or directory,ciod: LOGIN chdir() failed: No such file or directory,ciod login failure,ciod,SYSTEM MODULE,none,none,login,failure,,ciod,SYSTEM MODULE,ciod,login,14,True,"The log message indicates a failed login attempt due to a missing directory, which is abnormal behavior."
9,"ciod: Error loading <*>: invalid or missing program image, No such file or directory","ciod: Error loading : invalid or missing program image, No such file or directory",ciod error loading program image,ciod,SYSTEM MODULE,none,none,loading,error,,ciod,SYSTEM MODULE,ciod,loading,9,True,"The log message indicates an error loading a program image, which is abnormal and could indicate a problem with the execution process."
296,"ciod: Error reading message prefix on CioStream socket to <*>, Link has been severed","ciod: Error reading message prefix on CioStream socket to , Link has been severed",ciod error reading socket message prefix,ciod,SYSTEM MODULE,socket,OBJECT,reading message prefix,error,,ciod,SYSTEM MODULE,ciod,reading message prefix,296,True,"The error message indicates a problem with reading the message prefix on the CioStream socket, which may lead to a severed link. This is likely an abnormal execution process."
55,ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,Debugger died detected by ciod,ciod,SYSTEM MODULE,debugger,OBJECT,none,died,,ciod,SYSTEM MODULE,ciod,none,55,True,"The log message indicates that the debugger died, which is not a normal occurrence during execution processes."
56,ciod: for node <*> read continuation request but ioState is <*>,ciod: for node  read continuation request but ioState is ,ciod reading continuation request from node,ciod,SYSTEM MODULE,node,OBJECT,reading continuation request,none,,ciod,SYSTEM MODULE,ciod,reading continuation request,56,True,The log message indicates an abnormal execution process as the ioState is not as expected.
57,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>,ciod: cpu  at treeaddr  sent unrecognized message ,ciod sending unrecognized message,ciod,SYSTEM MODULE,none,none,sending,unrecognized,,ciod,SYSTEM MODULE,captureValid,sending,57,True,"The log message contains an error message indicating an unrecognized message sent to a CPU, which is not a normal execution process."
58,ciod: LOGIN chdir(<*>) failed: Permission denied,ciod: LOGIN chdir() failed: Permission denied,ciod login failed,ciod,SYSTEM MODULE,none,none,login,failed,,ciod,SYSTEM MODULE,ciod,login,58,True,"The log message indicates a permission denied error during a login chdir operation, which is abnormal behavior."
307,ciod: Error creating node map from file <*>: Argument list too long,ciod: Error creating node map from file : Argument list too long,Error creating node map,ciod,SYSTEM MODULE,node map,OBJECT,creating,error,,ciod,SYSTEM MODULE,ciod,creating,307,True,Error creating node map from file: Argument list too long
317,ciod: LOGIN chdir(<*>) failed: Input/output error,ciod: LOGIN chdir() failed: Input/output error,ciod failed to chdir() for LOGIN,ciod,SYSTEM MODULE,LOGIN,OBJECT,chdir() failed,Input/output error,,ciod,SYSTEM MODULE,miscompare,chdir() failed,317,True,"The log message indicates a failed login due to an input/output error, which is abnormal behavior for a typical execution process."
292,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","ciod: Received signal , code=, errno=, address=",ciod received signal,ciod,SYSTEM MODULE,none,none,none,signal received,,ciod,SYSTEM MODULE,ciod,none,292,True,"The log message indicates a received signal with unknown code and address, which is not typical in normal execution processes."
181,"ciod: In packet from node <*> (<*>), message code <*> is not <*> or <*> (softheader=<*>)","ciod: In packet from node  (), message code  is not  or  (softheader=)",ciod error in packet from node,ciod,SYSTEM MODULE,node,OBJECT,none,error,,ciod,SYSTEM MODULE,ciod,none,181,True,"The log message indicates an error in the message code or softheader, which may suggest an abnormal execution process."
303,"ciod: Error reading message prefix on CioStream socket to <*>, Connection timed out","ciod: Error reading message prefix on CioStream socket to , Connection timed out",Error reading message prefix on CioStream socket,ciod,SYSTEM MODULE,CioStream socket,OBJECT,reading message prefix,error,,ciod,SYSTEM MODULE,trapped,reading message prefix,303,True,Error reading message prefix and connection timeout indicate an abnormal execution process
13,ciodb has been restarted.,ciodb has been restarted.,ciodb restarted,ciodb,SYSTEM MODULE,none,none,restarted,none,,ciodb,SYSTEM MODULE,ciodb,restarted,13,False,
198,ciodb exited normally with exit code <*>,ciodb exited normally with exit code ,ciodb exits normally,ciodb,SYSTEM MODULE,none,none,exiting,normal,,ciodb,SYSTEM MODULE,ciodb,exiting,198,False,
219,ciodb exited abnormally due to signal: <*>,ciodb exited abnormally due to signal: ,ciodb abnormal exit,ciodb,SYSTEM MODULE,none,none,none,abnormal exit,,ciodb,SYSTEM MODULE,ciodb,none,219,True,The log message indicates that the process 'ciodb' exited abnormally due to a signal
91,command manager unit summary.....................<*>,command manager unit summary.....................,command manager unit summary,command manager,SYSTEM MODULE,unit,OBJECT,summarizing,none,,command manager,SYSTEM MODULE,command manager,summarizing,91,True,"The log message is too vague and does not provide any specific information about the execution process, indicating a potential abnormality."
71,prefetch depth for core <*>................<*>,prefetch depth for core ................,Prefetch depth for core,core,OBJECT,none,none,prefetch,none,,core,OBJECT,core,replace,71,True,"The log message indicates a prefetch depth for a core, which is not a typical indicator of a normal execution process."
2,generating core.<*>,generating core.,generating core,none,none,core,OBJECT,generating,none,,core,OBJECT,core,generating,2,True,"The log message indicates a potential issue with generating core files, which is not a normal execution process."
40,core configuration register: <*>,core configuration register: ,Configuring core configuration register,none,none,core configuration register,OBJECT,configuring,none,,core configuration register,OBJECT,core configuration register,configuring,40,False,
25,d-cache search parity error.......<*>,d-cache search parity error.......,d-cache search parity error,d-cache,SYSTEM MODULE,none,none,search,parity error,,d-cache,SYSTEM MODULE,d-cache,search,25,True,"The log message indicates a d-cache search parity error, which is an indication of an abnormal execution process."
26,d-cache flush parity error.......<*>,d-cache flush parity error.......,d-cache flush parity error,d-cache,SYSTEM MODULE,none,none,flush,parity error,,d-cache,SYSTEM MODULE,d-cache,flush,26,True,"The log message indicates a d-cache flush parity error, which is an abnormal execution process."
22,data write plb error..............<*>,data write plb error..............,data write error,none,none,data,OBJECT,write,error,,data,OBJECT,data,write,22,True,"The log message indicates an error during data write process, which is not expected in a normal execution process."
15,data TLB error interrupt,data TLB error interrupt,data TLB error interrupt,none,none,data TLB,OBJECT,interrupt,error,,data TLB,OBJECT,data TLB,interrupt,15,True,"The log message indicates a TLB error interrupt, which is typically considered abnormal and may indicate a hardware or software issue."
39,data address space................<*>,data address space................,data address space,none,none,data address space,OBJECT,none,none,,data address space,OBJECT,data address space,none,39,False,
237,data cache flush parity error detected. attempting to correct,data cache flush parity error detected. attempting to correct,Data cache flush error,data cache,OBJECT,none,none,flush,error,,data cache,OBJECT,data cache,flush,237,True,"The log message indicates a data cache flush parity error, which is an abnormal execution process."
45,guaranteed data cache block touch........<*>,guaranteed data cache block touch........,data cache block touch guaranteed,data cache,OBJECT,block,OBJECT,touch,guaranteed,,data cache,OBJECT,data cache,touch,45,False,
238,data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,Data cache correcting parity error,data cache,OBJECT,none,none,correcting,parity error,,data cache,OBJECT,data cache,correcting,238,True,"The log message indicates a parity error detected, which is typically an abnormal execution process."
124,data storage interrupt,data storage interrupt,data storage interrupt,data storage,OBJECT,none,none,interrupt,none,,data storage,OBJECT,machine check,interrupt,124,True,"The log message indicates an interruption in data storage, which is not normal during an execution process."
133,data store interrupt caused by icbi.........<*>,data store interrupt caused by icbi.........,Data store interrupt caused by icbi,icbi,SYSTEM MODULE,data store,OBJECT,interrupt,caused,,data store,OBJECT,data store,interrupt,133,True,The log message indicates a data store interrupt which is not a normal part of the execution process.
132,data store interrupt caused by dcbf.........<*>,data store interrupt caused by dcbf.........,dcbf interrupting data store,dcbf,OBJECT,data store,SYSTEM MODULE,interrupting,caused,,data store,SYSTEM MODULE,data store,interrupting,132,True,The log message indicates a data store interrupt which is not a normal execution process.
186,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database:  ip= v= t=,ido chip inserted into database,ido chip,OBJECT,database,OBJECT,inserted,none,,database,OBJECT,database,inserted,186,False,
253,<*> L3 <*> error(s) (dcr <*>) detected and corrected over <*> seconds, L3  error(s) (dcr ) detected and corrected over  seconds,L3 error(s) corrected,none,none,dcr,OBJECT,error correction,detected and corrected,,dcr,OBJECT,floatingPointRegisters,error correction,253,True,"The log message indicates errors detected and corrected during the execution process, which is not typical of a normal execution process."
4,<*> L3 <*> error(s) (dcr <*>) detected and corrected, L3  error(s) (dcr ) detected and corrected,L3 errors detected and corrected,none,none,dcr,OBJECT,detect and correct,error,,dcr,OBJECT,dcr,detect and correct,4,True,"The log message indicates errors detected and corrected, which is not a typical behavior in a normal execution process."
241,ddr: activating redundant bit steering for next allocation: rank=<*> symbol=<*>,ddr: activating redundant bit steering for next allocation: rank= symbol=,ddr activating redundant bit steering,ddr,SYSTEM MODULE,none,none,activating,redundant bit steering,,ddr,SYSTEM MODULE,ddr,activating,241,False,
8,"ddr: excessive soft failures, consider replacing the card","ddr: excessive soft failures, consider replacing the card","DDR soft failures, replace card",ddr,OBJECT,card,OBJECT,replacing,excessive soft failures,,ddr,OBJECT,ddr,replacing,8,True,"The log message indicates excessive soft failures, which may require replacing the card. This is considered abnormal behavior."
7,ddr: activating redundant bit steering: rank=<*> symbol=<*>,ddr: activating redundant bit steering: rank= symbol=,ddr activating redundant bit steering,ddr,SYSTEM MODULE,none,none,activating,redundant bit steering,,ddr,SYSTEM MODULE,ddr,activating,7,False,
153,"ddr: Unable to steer rank=<*>, symbol=<*> - rank is already steering symbol <*>. Due to multiple symbols being over the correctable","ddr: Unable to steer rank=, symbol= - rank is already steering symbol . Due to multiple symbols being over the correctable",Unable to steer rank in DDR,ddr,SYSTEM MODULE,rank,OBJECT,steering,unable,,ddr,SYSTEM MODULE,ddr,enabling,153,True,"The log message indicates an issue with steering rank that is already steering a symbol, suggesting a potential abnormality in the execution process."
252,total of <*> ddr error(s) detected and corrected over <*> seconds,total of  ddr error(s) detected and corrected over  seconds,DDR error detected and corrected,ddr,OBJECT,none,none,detect and correct,error,,ddr,OBJECT,exception,detect and correct,252,True,"The log message indicates the detection and correction of DDR errors, which is indicative of an abnormal execution process."
251,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds"," ddr error(s) detected and corrected on rank , symbol  over  seconds",DDR error detected and corrected on rank,ddr,SYSTEM MODULE,rank,OBJECT,detect and correct,error,,ddr,SYSTEM MODULE,ddr,detect and correct,251,True,"The log message indicates that DDR errors were detected and corrected, which is not a normal process during execution."
311,instance of a correctable ddr. RAS KERNEL INFO <*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,instance of a correctable ddr. RAS KERNEL INFO  microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,ddr calls to rbs signal handler,ddr,OBJECT,rbs signal handler,SYSTEM MODULE,calls,none,,ddr,OBJECT,ddr,calls,311,False,
218,"ddr: Unable to steer rank=<*>, symbol=<*> - rank is already steering symbol <*>. Due to multiple symbols being over the correctable error threshold, consider replacing the card","ddr: Unable to steer rank=, symbol= - rank is already steering symbol . Due to multiple symbols being over the correctable error threshold, consider replacing the card",ddr unable to steer rank,ddr,SYSTEM MODULE,card,OBJECT,replacing,error,,ddr,SYSTEM MODULE,ddr,replacing,218,True,"The log message indicates an error related to steering rank which is over the correctable error threshold, suggesting a potential hardware issue that may require card replacement."
6,total of <*> ddr error(s) detected and corrected,total of  ddr error(s) detected and corrected,DDR error detection and correction,none,none,ddr,OBJECT,detecting and correcting,error,,ddr,OBJECT,ddr,detecting and correcting,6,True,"The log message indicates that DDR errors were detected and corrected, which is not a normal execution process."
37,debug interrupt enable............<*>,debug interrupt enable............,debug interrupt enable,none,none,debug interrupt,OBJECT,enable,none,,debug interrupt,OBJECT,debug interrupt,enable,37,False,
274,plus denormalized number.................<*>,plus denormalized number.................,adding denormalized number,none,none,denormalized number,OBJECT,addition,none,,denormalized number,OBJECT,denormalized number,addition,274,True,"The log message indicates a denormalized number being used, which could lead to unexpected behavior and potentially indicate an abnormal execution process."
272,minus denormalized number................<*>,minus denormalized number................,Minus denormalized number,none,none,denormalized number,OBJECT,minus,none,,denormalized number,OBJECT,denormalized number,minus,272,True,The log message indicates a denormalized number which is not expected during a normal execution process
79,uncorrectable error detected in directory <*>....<*>,uncorrectable error detected in directory ....,Error detected in directory,directory,OBJECT,none,none,detecting error,uncorrectable,,directory,OBJECT,interrupts,detecting error,79,True,"The log message indicates an uncorrectable error detected in a directory, which is an abnormal execution process."
78,correctable error detected in directory <*>,correctable error detected in directory ,Correctable error in directory,directory,OBJECT,none,none,detect,correctable error,,directory,OBJECT,directory,detect,78,True,"The log message indicates a correctable error detected, which is not a normal execution process."
284,enable divide-by-zero exceptions.........<*>,enable divide-by-zero exceptions.........,enabling divide-by-zero exceptions,none,none,divide-by-zero exceptions,SYSTEM MODULE,enabling,none,,divide-by-zero exceptions,SYSTEM MODULE,divide-by-zero exceptions,enabling,284,True,"The log message indicates enabling divide-by-zero exceptions, which is a potential risk for abnormal execution processes."
285,enable inexact exceptions................<*>,enable inexact exceptions................,enabling inexact exceptions,none,none,enable,OBJECT,inexact exceptions,none,,enable,OBJECT,enable,inexact exceptions,285,False,
109,correctable error.....<*>,correctable error.....,Correcting error,none,none,error,OBJECT,correcting,none,,error,OBJECT,IpAddress,detect and correct,109,True,"The log message indicates a correctable error, which suggests an abnormal execution process."
179,no ethernet link,no ethernet link,No ethernet link,none,none,ethernet,OBJECT,link,none,,ethernet,OBJECT,ethernet,link,179,True,"The log message indicates that there is no ethernet link, which is abnormal for a normal execution process."
83,uncorrectable error detected in external DDR...<*>,uncorrectable error detected in external DDR...,External DDR uncorrectable error detected,external DDR,OBJECT,none,none,detecting,uncorrectable error,,external DDR,OBJECT,external DDR,loading,83,True,"The log message indicates an uncorrectable error detected in external DDR, which is a clear indicator of abnormal execution process."
226,external input interrupt (unit=<*> bit=<*>): 1M tree receiver <*> in resynch mode,external input interrupt (unit= bit=): 1M tree receiver  in resynch mode,1M tree receiver resynch,external input,SYSTEM MODULE,tree receiver,OBJECT,resynch,in progress,,external input,SYSTEM MODULE,external input,resynch,226,True,The log message indicates an external input interrupt which is not a normal execution process.
313,"external input interrupt (unit=<*> bit=<*>): number of corrected SRAM errors has exceeded threshold, suppressing further interrupts of same type","external input interrupt (unit= bit=): number of corrected SRAM errors has exceeded threshold, suppressing further interrupts of same type",SRAM errors suppressed,external input,OBJECT,SRAM,OBJECT,corrected errors exceeding threshold,suppressed,,external input,OBJECT,external input,corrected errors exceeding threshold,313,True,"The log message indicates that the number of corrected SRAM errors has exceeded the threshold, which suggests an abnormal execution process."
193,external input interrupt (unit=<*> bit=<*>): uncorrectable torus error,external input interrupt (unit= bit=): uncorrectable torus error,External input interrupt with uncorrectable error,external input,SYSTEM MODULE,none,none,interrupt,uncorrectable torus error,,external input,SYSTEM MODULE,external input,interrupt,193,True,"The log message indicates an uncorrectable torus error, which is a clear sign of abnormal execution process."
142,external input interrupt (unit=<*> bit=<*>): torus sender <*> retransmission error was corrected,external input interrupt (unit= bit=): torus sender  retransmission error was corrected,External input correcting torus sender error,external input,SYSTEM MODULE,torus sender,OBJECT,correcting retransmission error,none,,external input,SYSTEM MODULE,external input,correcting retransmission error,142,False,
231,external input interrupt (unit=<*> bit=<*>): tree header with no target waiting,external input interrupt (unit= bit=): tree header with no target waiting,External input interrupt on tree header,external input,SYSTEM MODULE,tree header,OBJECT,interrupt,no target waiting,,external input,SYSTEM MODULE,external input,interrupt,231,True,"The log message indicates an external input interrupt with no target waiting, which is considered abnormal behavior."
31,external input interrupt enable...<*>,external input interrupt enable...,enabling external input interrupt,external input,OBJECT,interrupt,SYSTEM MODULE,enabling,none,,external input,OBJECT,external input,enabling,31,False,
211,Error: unable to mount filesystem,Error: unable to mount filesystem,Error mounting filesystem,none,none,filesystem,OBJECT,mount,unable,,filesystem,OBJECT,filesystem,mount,211,True,"The error message indicates a failure in mounting the filesystem, which is an abnormal execution process."
33,floating point instr. enabled.....<*>,floating point instr. enabled.....,enabling floating point instructions,none,none,floating point instr,OBJECT,enabling,none,,floating point instr,OBJECT,floating point instr,enabling,33,False,
35,floating pt ex mode <*> enable......<*>,floating pt ex mode  enable......,enabling floating pt ex mode,none,none,floating pt ex mode,OBJECT,enable,none,,floating pt ex mode,OBJECT,floating pt ex mode,enable,35,True,The log message contains unusual characters and does not clearly indicate a normal execution process.
139,program interrupt: fp compare...............<*>,program interrupt: fp compare...............,fp compare interrupted,none,none,fp,OBJECT,compare,interrupted,,fp,OBJECT,FloatingPointRegisters,compare,139,True,"The log message indicates a program interrupt during a floating-point compare operation, which is considered abnormal behavior."
140,program interrupt: fp cr field .............<*>,program interrupt: fp cr field .............,program interrupt on fp cr field,none,none,fp cr field,OBJECT,interrupting,none,,fp cr field,OBJECT,fp cr field,shuttingDown,140,True,"The log message indicates a program interrupt, which is considered abnormal in the execution process."
138,program interrupt: fp cr update.............<*>,program interrupt: fp cr update.............,fp cr update interrupted,none,none,fp cr update,OBJECT,interrupted,program,,fp cr update,OBJECT,fp cr update,shuttingDown,138,True,"The log message 'program interrupt: fp cr update' indicates a potential interruption in the execution process, which is abnormal."
267,fraction rounded.........................<*>,fraction rounded.........................,Fraction rounding,none,none,fraction,OBJECT,rounding,none,,fraction,OBJECT,fraction,rounding,267,True,"The log message contains abnormal characters or formatting, indicating a potential issue with the execution process."
268,fraction inexact.........................<*>,fraction inexact.........................,inexact fraction,none,none,fraction,OBJECT,inexact,none,,fraction,OBJECT,fraction,inexact,268,True,The log message indicates a fraction inexact which is not a standard or expected process in normal execution.
48,general purpose registers:,general purpose registers:,general purpose registers,none,none,general purpose registers,OBJECT,none,none,,general purpose registers,OBJECT,Message,none,48,False,
24,i-cache parity error..............<*>,i-cache parity error..............,i-cache parity error,none,none,i-cache,OBJECT,none,error,,i-cache,OBJECT,i-cache,none,24,True,"The log message indicates an i-cache parity error, which is a clear sign of abnormal execution process."
228,iar <*> dear <*>,iar  dear ,iar dear,none,none,iar dear,OBJECT,none,none,,iar dear,OBJECT,iar dear,none,228,True,The log message contains unusual characters (*) which indicate a potential abnormality in the execution process.
47,icache prefetch depth....................<*>,icache prefetch depth....................,icache prefetch depth,none,none,icache,OBJECT,prefetch,none,,icache,OBJECT,icache,prefetch,47,True,"The log message indicates a potential issue with the instruction cache prefetch depth, which could lead to abnormal execution processes."
254,idoproxy communication failure: socket closed,idoproxy communication failure: socket closed,idoproxy communication failure,idoproxy,SYSTEM MODULE,none,none,communication,failure,,idoproxy,SYSTEM MODULE,idoproxy,communication,254,True,The log message indicates a communication failure which is not normal during an execution process.
207,idoproxy exited normally with exit code <*>,idoproxy exited normally with exit code ,idoproxy exited normally,idoproxy,SYSTEM MODULE,none,none,none,successful,,idoproxy,SYSTEM MODULE,idoproxy,none,207,False,
12,idoproxydb has been started: $Name: <*> $ Input parameters: <*>,idoproxydb has been started: $Name:  $ Input parameters: ,idoproxydb started,idoproxydb,SYSTEM MODULE,none,none,start,none,,idoproxydb,SYSTEM MODULE,idoproxydb,start,12,False,
213,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=<*> Source line=<*> Function=<*>,idoproxydb hit ASSERT condition: ASSERT expression= Source file= Source line= Function=,idoproxydb assertion hit,idoproxydb,SYSTEM MODULE,none,none,none,assertion,,idoproxydb,SYSTEM MODULE,Power,none,213,True,"The log message indicates an ASSERT condition hit, which is usually a sign of abnormal execution process."
276,plus infinity............................<*>,plus infinity............................,infinity,none,none,infinity,OBJECT,none,none,,infinity,OBJECT,infinity,none,276,True,The log message is not a standard format for a normal execution process
169,critical input interrupt (unit=<*> bit=<*>): warning for torus <*> wire,critical input interrupt (unit= bit=): warning for torus  wire,Critical input interrupt for torus wire,input,OBJECT,torus wire,OBJECT,interrupt,critical,,input,OBJECT,input,interrupt,169,True,The log message indicates a critical input interrupt which may disrupt the normal execution process.
248,"critical input interrupt (unit=<*> bit=<*>): warning for tree <*> wire, suppressing further interrupts of same type","critical input interrupt (unit= bit=): warning for tree  wire, suppressing further interrupts of same type",Critical warning for input interrupt,input,OBJECT,tree,OBJECT,suppressing interrupts,critical,,input,OBJECT,input,suppressing interrupts,248,True,The log message indicates a critical input interrupt which could potentially disrupt the normal execution process.
30,critical input interrupt enable...<*>,critical input interrupt enable...,Critical input interrupt enable,none,none,input interrupt,OBJECT,enabling,critical,,input interrupt,OBJECT,input interrupt,exceedsThreshold,30,False,
247,"critical input interrupt (unit=<*> bit=<*>): warning for torus <*> wire, suppressing further interrupts of same type","critical input interrupt (unit= bit=): warning for torus  wire, suppressing further interrupts of same type",Critical input interrupt for torus wire,input interrupt,OBJECT,torus wire,OBJECT,suppressing,warning,,input interrupt,OBJECT,input interrupt,badCable,247,True,"The log message indicates a critical interrupt warning for a specific unit and bit, which suggests an abnormal execution process."
156,critical input interrupt (unit=<*> bit=<*>): warning for tree <*> wire,critical input interrupt (unit= bit=): warning for tree  wire,Critical warning for tree wire,input interrupt,SYSTEM MODULE,tree wire,OBJECT,warning,critical,,input interrupt,SYSTEM MODULE,input interrupt,PGOODErrorLatched,156,True,The log message indicates a critical input interrupt which is a sign of abnormal execution process.
38,instruction address space.........<*>,instruction address space.........,instruction address space,none,none,instruction address space,OBJECT,none,none,,instruction address space,OBJECT,instruction address space,none,38,True,The log message contains a suspicious instruction address space which could indicate a potentially malicious activity or abnormal execution process.
0,instruction cache parity error corrected,instruction cache parity error corrected,Instruction cache parity error corrected,instruction cache,OBJECT,none,none,corrected,parity error,,instruction cache,OBJECT,instruction cache,corrected,0,True,"The log message indicates a parity error in the instruction cache, which is typically indicative of an abnormal execution process."
103,regctl scancom interface.........................<*>,regctl scancom interface.........................,regctl scanning interface,regctl,SYSTEM MODULE,interface,OBJECT,scancom,none,,interface,OBJECT,interface,generating,103,True,The log message is incomplete and does not provide enough information about the execution process.
86,interrupt threshold...<*>,interrupt threshold...,Interrupt threshold,none,none,interrupt,OBJECT,threshold,none,,interrupt,OBJECT,interrupt,loading,86,True,"The log message indicates an interrupt threshold being reached, which is a sign of abnormal execution process."
310,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."," total interrupts.  critical input interrupts.  microseconds total spent on critical input interrupts,  microseconds max time in a critical input interrupt.",interrupts statistics,none,none,interrupts,OBJECT,none,none,,interrupts,OBJECT,interrupts,none,310,False,
312,"max time in a cr RAS KERNEL INFO <*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","max time in a cr RAS KERNEL INFO  total interrupts.  critical input interrupts.  microseconds total spent on critical input interrupts,  microseconds max time in a critical input interrupt.",Measuring max time in a critical input interrupt,RAS KERNEL,SYSTEM MODULE,interrupts,OBJECT,measuring,none,,interrupts,OBJECT,interrupts,measuring,312,False,
180,rts: kernel terminated for reason <*>,rts: kernel terminated for reason ,Kernel terminated,kernel,SYSTEM MODULE,none,none,terminated,none,,kernel,SYSTEM MODULE,parityError,terminated,180,True,Kernel termination is not a normal process and indicates an abnormal execution.
225,kernel panic,kernel panic,Kernel panic,kernel,SYSTEM MODULE,none,none,panic,none,,kernel,SYSTEM MODULE,kernel,panic,225,True,Kernel panic indicates a critical system error that can lead to system instability or crash. This is not a normal execution process.
217,rts tree/torus link training failed: wanted: <*> got: <*>,rts tree/torus link training failed: wanted:  got: ,RTS link training failed,rts tree/torus,OBJECT,link,OBJECT,training,failed,,link,OBJECT,link,training,217,True,"The log message indicates that a training process on the rts tree/torus link failed, which is not a normal execution process."
178,this link card is not fully functional,this link card is not fully functional,link card not fully functional,link card,OBJECT,none,none,none,not fully functional,,link card,OBJECT,link card,none,178,True,"The log message indicates a malfunction or issue with the link card, which suggests an abnormal execution process."
245,Link PGOOD error latched on link card,Link PGOOD error latched on link card,Link PGOOD error latched,link card,OBJECT,none,none,PGOOD error latched,error,,link card,OBJECT,link card,PGOOD error latched,245,True,The log message indicates a PGOOD error which is not a normal occurrence during execution processes.
244,Temperature Over Limit on link card,Temperature Over Limit on link card,Temperature over limit on link card,link card,OBJECT,none,none,over limit,warning,,link card,OBJECT,link card,over limit,244,True,"The log message indicates that the temperature on the link card has exceeded the limit, which is abnormal and may indicate a potential issue with the hardware."
46,force load/store alignment...............<*>,force load/store alignment...............,force alignment for load/store,none,none,load/store,OBJECT,force alignment,none,,load/store,OBJECT,load/store,force alignment,46,False,
34,machine check enable..............<*>,machine check enable..............,machine check enable,machine,OBJECT,check,OBJECT,enable,none,,machine,OBJECT,max,adding,34,True,The log message indicates a machine check enable which is not a normal execution process.
27,imprecise machine check...........<*>,imprecise machine check...........,Imprecise machine check,none,none,machine,OBJECT,check,imprecise,,machine,OBJECT,machine,check,27,True,"The log message contains 'imprecise machine check' which indicates a potential hardware issue or malfunction, suggesting abnormal execution process."
