,event_id,log_template,processed_template,summary,source_entity,source_entity_type,target_entity,target_entity_type,action,status,java_exception,entity,entity_type,entity_1,action_1,status_id,is_anomaly,is_anomaly_reason
146,981,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor returned to a normal value Sensor location: BMC <*>V Riser PG Chassis location: Main System Chassis Previous state was: Critical (Failed) Discrete voltage state: Good,Server Administrator: Instrumentation Service EventID:  Voltage sensor returned to a normal value Sensor location: BMC V Riser PG Chassis location: Main System Chassis Previous state was: Critical (Failed) Discrete voltage state: Good,Voltage sensor returning to normal,Server Administrator,SYSTEM MODULE,Voltage sensor,OBJECT,return to normal value,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,ReturnToNormalValue,958,True,"The log message indicates setting a port DOWN, which could be an abnormal execution process."
147,983,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor detected a failure value Sensor location: PROC_<*> VCORE Chassis location: Main System Chassis Previous state was: Unknown Discrete voltage state: Bad,Server Administrator: Instrumentation Service EventID:  Voltage sensor detected a failure value Sensor location: PROC_ VCORE Chassis location: Main System Chassis Previous state was: Unknown Discrete voltage state: Bad,Voltage sensor detected failure,Server Administrator,SYSTEM MODULE,Voltage sensor,OBJECT,detected,failure,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Register_security,960,False,The log message indicates a local disconnection which is a common occurrence and does not necessarily indicate abnormal behavior.
148,529,Server Administrator: Instrumentation Service EventID: <*> <*> <*> <*> <*> <*> <*> <*>,Server Administrator: Instrumentation Service EventID:        ,Server Administrator EventID with Instrumentation Service,Server Administrator,SYSTEM MODULE,Instrumentation Service,OBJECT,EventID,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Register_security,745,True,"The log message indicates a connection lost, which is abnormal behavior in an execution process."
149,988,Server Administrator: Instrumentation Service EventID: <*> Log size is no longer near or at capacity Log type: ESM,Server Administrator: Instrumentation Service EventID:  Log size is no longer near or at capacity Log type: ESM,Server Administrator monitoring Log size,Server Administrator,SYSTEM MODULE,Log,OBJECT,none,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Routingcachehashtable,746,True,"The log message indicates an 'Out of memory' error, which is typically an abnormal execution process."
150,973,Server Administrator: Instrumentation Service EventID: <*> Memory device status is non-critical Memory device location: <*> Possible memory module event cause:Single bit warning error rate exceeded,Server Administrator: Instrumentation Service EventID:  Memory device status is non-critical Memory device location:  Possible memory module event cause:Single bit warning error rate exceeded,Server Administrator monitoring Memory device,Server Administrator,SYSTEM MODULE,Memory device,OBJECT,monitoring,non-critical,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Monitoring,751,False,The log message indicates the version of the PanFS Client being used. This is a normal execution process.
151,1019,"Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: <*> Possible memory module event cause:Single bit warning error rate exceeded,Single bit failure error rate exceeded","Server Administrator: Instrumentation Service EventID:  Memory device status is critical Memory device location:  Possible memory module event cause:Single bit warning error rate exceeded,Single bit failure error rate exceeded",Monitoring memory device critical status,Server Administrator,SYSTEM MODULE,Memory device,OBJECT,monitoring,critical,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Monitoring,756,True,"The log message indicates a mismatch between the CPU type mentioned in the message, which could indicate an abnormal execution process."
152,930,Server Administrator: Instrumentation Service EventID: <*> Log size is near or at capacity Log type: ESM,Server Administrator: Instrumentation Service EventID:  Log size is near or at capacity Log type: ESM,Log size near capacity,Server Administrator,SYSTEM MODULE,Log,OBJECT,none,near or at capacity,,Server Administrator,SYSTEM MODULE,ServerAdministrator,none,759,False,"The log message indicates that the Read Ahead feature is being turned ON, which is a normal execution process."
153,719,Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: <*> Possible memory module event cause:Single bit error logging disabled,Server Administrator: Instrumentation Service EventID:  Memory device status is critical Memory device location:  Possible memory module event cause:Single bit error logging disabled,Server Administrator checking Memory device status,Server Administrator,SYSTEM MODULE,Memory device,OBJECT,check,critical,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Shutdown,708,True,"The log message indicates a potential issue with the panfs mount process, which could lead to an oops on GenuineIntel kernels."
154,549,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Chassis location: Main System Chassis Previous state was: <*> <*> Discrete voltage state: <*>,Server Administrator: Instrumentation Service EventID:  Voltage sensor           Chassis location: Main System Chassis Previous state was:   Discrete voltage state: ,Server Administrator monitoring Voltage sensor,Server Administrator,SYSTEM MODULE,Voltage sensor,OBJECT,none,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Register_security,661,False,"The log message indicates that Byte range locking is turned ON, which is a normal process."
155,891,Server Administrator: Instrumentation Service EventID: <*> Redundancy lost Redundancy unit: BMC <*> Redundancy Chassis location: Main System Chassis Previous redundancy state was: Unknown,Server Administrator: Instrumentation Service EventID:  Redundancy lost Redundancy unit: BMC  Redundancy Chassis location: Main System Chassis Previous redundancy state was: Unknown,Server Administrator Redundancy lost,Server Administrator,SYSTEM MODULE,Redundancy unit,OBJECT,Redundancy lost,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,RedundancyLost,651,False,The log message appears to be a standard kernel trace message indicating the addition of a panfs trace buffer.
156,997,"Server Administrator: Instrumentation Service EventID: <*> Power supply detected a failure Sensor location: PS <*> Status Chassis location: Main System Chassis Previous state was: Unknown Power Supply type: AC Power Supply state: Presence detected, Failure detected, AC lost","Server Administrator: Instrumentation Service EventID:  Power supply detected a failure Sensor location: PS  Status Chassis location: Main System Chassis Previous state was: Unknown Power Supply type: AC Power Supply state: Presence detected, Failure detected, AC lost",Power supply failure detected,Server Administrator,SYSTEM MODULE,Power supply,OBJECT,detecting failure,failure,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Register_security,652,False,The log message indicates a normal execution process of ntpdate syncing time with a time server.
157,1194,Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: DIMM<*>_A Possible memory module event cause:Multi bit error encountered,Server Administrator: Instrumentation Service EventID:  Memory device status is critical Memory device location: DIMM_A Possible memory module event cause:Multi bit error encountered,Memory device critical status,Server Administrator,SYSTEM MODULE,Memory device,OBJECT,status is critical,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,StatusIsCritical,979,False,The log message indicates a normal registration of a major number for a device
158,699,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor detected a failure value Sensor location: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Discrete voltage state: Bad,Server Administrator: Instrumentation Service EventID:  Voltage sensor detected a failure value Sensor location:             Discrete voltage state: Bad,Voltage sensor failure detected,Server Administrator,SYSTEM MODULE,Voltage sensor,OBJECT,detecting,failure,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Register_security,957,True,"The log message indicates a kernel panic common error, which is an abnormal execution process."
159,10,Server Administrator: Instrumentation Service EventID: <*> Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): <*>.<*>,Server Administrator: Instrumentation Service EventID:  Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): .,Temperature sensor returning to normal value,Server Administrator,SYSTEM MODULE,Temperature sensor,OBJECT,returning to,normal,,Server Administrator,SYSTEM MODULE,ServerAdministrator,ReturningTo,506,True,"The log message indicates a failure to initialize IPS due to running out of memory, which is an abnormal execution process."
160,343,Server Administrator: Instrumentation Service EventID: <*> Temperature sensor <*> <*> <*> <*> <*> <*> <*> <*> Temp Chassis location: Main System Chassis Previous state was: Unknown Temperature sensor value (in Degrees Celsius): <*>.<*>,Server Administrator: Instrumentation Service EventID:  Temperature sensor         Temp Chassis location: Main System Chassis Previous state was: Unknown Temperature sensor value (in Degrees Celsius): .,Server Administrator monitoring Temperature sensor,Server Administrator,SYSTEM MODULE,Temperature sensor,OBJECT,monitoring,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Monitoring,328,True,"The log message contains placeholders <*> which are not filled in, indicating a potential issue with the execution process."
161,9,Server Administrator: Instrumentation Service EventID: <*> Temperature sensor <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Temperature sensor value (in Degrees Celsius): <*>.<*>,Server Administrator: Instrumentation Service EventID:  Temperature sensor                    Temperature sensor value (in Degrees Celsius): .,Server Administrator temperature sensor value,Server Administrator,SYSTEM MODULE,Temperature sensor,OBJECT,none,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Initialize,327,False,"The log message indicates an update to a timestamp file, which is a common and expected execution process."
162,91,Server Administrator: Instrumentation Service EventID: <*> Server Administrator startup complete,Server Administrator: Instrumentation Service EventID:  Server Administrator startup complete,Server Administrator startup complete,Server Administrator,SYSTEM MODULE,none,none,startup complete,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Register_security,282,True,"The log message contains kernel errors related to InfiniHost port, indicating a potential issue with the network interface."
163,90,Server Administrator: Instrumentation Service EventID: <*> Server Administrator starting,Server Administrator: Instrumentation Service EventID:  Server Administrator starting,Server Administrator starting,Server Administrator,SYSTEM MODULE,none,none,starting,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Starting,281,True,The log message format does not match the expected format for a normal execution process
164,548,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Discrete voltage state: <*>,Server Administrator: Instrumentation Service EventID:  Voltage sensor                    Discrete voltage state: ,Monitoring voltage sensor state,Server Administrator,SYSTEM MODULE,Voltage sensor,OBJECT,monitoring,none,,Server Administrator,SYSTEM MODULE,ServerAdministrator,Register_security,660,False,This log message indicates a normal process of discovering a new IB node and assigning it an LID.
165,312,"<*> Caught signal <*>, un-registering and exiting."," Caught signal , un-registering and exiting.",Signal un-registering and exiting,Signal,OBJECT,none,none,un-registering and exiting,none,,Signal,OBJECT,Signal,Un-registeringAndExiting,85,False,This log message indicates a normal shutdown process for the system.
166,88,<*> Starting <*> succeeded, Starting  succeeded,Starting succeeded,none,none,Starting,OBJECT,start,successful,,Starting,OBJECT,Starting,Start,242,False,This log message indicates a normal shutdown process for the ntpd service.
167,480,"kernel: THH(<*>): handle_eqe_ib_events: QP event on qpn= <*> event type is VAPI_LOCAL_WQ_ACCESS_VIOL_ERROR (<*>), syndrome=<*>","kernel: THH(): handle_eqe_ib_events: QP event on qpn=  event type is VAPI_LOCAL_WQ_ACCESS_VIOL_ERROR (), syndrome=",THH handling QP event error,THH,SYSTEM MODULE,QP,OBJECT,handle_eqe_ib_events,error,,THH,SYSTEM MODULE,Thh,Initialized,1074,True,The log message indicates a kernel panic which is an abnormal execution process
168,1188,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/cmdif_comm.c[<*>]: XHH_cmd_eventh: could not find context by token. token=<*>,kernel: THH(): mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/third_party/thca_linux/kernel/mlxhh/thh/obj_host_amd_custom_rhel/mod_thh/cmdif_comm.c[]: XHH_cmd_eventh: could not find context by token. token=,THH could not find context,THH,SYSTEM MODULE,context,OBJECT,find,error,,THH,SYSTEM MODULE,Thh,Register,1038,True,"The log message indicates a BIOS update, which can be considered abnormal as it is not a regular execution process."
169,1150,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/hob_comm.c[<*>]: XHH_hob_register_> THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/hob_comm.c[<*>]: XHH_hob_register_mr: Device in FATAL state,kernel: THH(): mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/third_party/thca_linux/kernel/mlxhh/thh/obj_host_amd_custom_rhel/mod_thh/hob_comm.c[]: XHH_hob_register_> THH(): mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/third_party/thca_linux/kernel/mlxhh/thh/obj_host_amd_custom_rhel/mod_thh/hob_comm.c[]: XHH_hob_register_mr: Device in FATAL state,THH registering Device in FATAL state,THH,SYSTEM MODULE,Device,OBJECT,register_mr,FATAL,,THH,SYSTEM MODULE,Thh,Register_mr,769,False,"The log message indicates the kernel logging daemon starting, which is a normal process."
170,977,"kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/cmdif_comm.c[<*>]: Command not completed after timeout: <*> (<*>), token=<*>, pid=<*>, go=<*>","kernel: THH(): mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/third_party/thca_linux/kernel/mlxhh/thh/obj_host_amd_custom_rhel/mod_thh/cmdif_comm.c[]: Command not completed after timeout:  (), token=, pid=, go=",THH timeout error,THH,SYSTEM MODULE,none,none,none,timeout,,THH,SYSTEM MODULE,Thh,none,765,False,"This log message indicates the version of the NET-SNMP software running, which is a normal part of the execution process."
171,909,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/cmdif.c[<*>]: Failed command <*> <*> status=<*> (<*> - unexpected error - fatal),kernel: THH(): mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/third_party/thca_linux/kernel/mlxhh/thh/obj_host_amd_custom_rhel/mod_thh/cmdif.c[]: Failed command   status= ( - unexpected error - fatal),THH failed command with fatal error,THH,SYSTEM MODULE,command,OBJECT,failed,fatal error,,THH,SYSTEM MODULE,Thh,Register_security,764,True,The log message indicates a failure in the execution process.
172,1004,kernel: Tavor HCA Driver: probe of <*>:<*>:<*>.<*> failed with error -<*>,kernel: Tavor HCA Driver: probe of ::. failed with error -,Tavor HCA Driver probe error,Tavor HCA Driver,SYSTEM MODULE,none,none,probe,error,,Tavor HCA Driver,SYSTEM MODULE,TavorHcaDriver,Probe,851,True,"The log message indicates that the process received a termination or stop signal, which is abnormal behavior for a normal execution process."
173,952,<*> bogus UDP packet length: <*>, bogus UDP packet length: ,bogus UDP packet length,none,none,UDP packet,OBJECT,none,bogus,,UDP packet,OBJECT,UdpPacket,none,976,False,This log message indicates a temperature change report for a device. It does not indicate any abnormal execution process.
174,275,"kernel: ehci_hcd <*>:<*>:<*>d.<*>: USB <*>.<*> enabled, EHCI <*>.<*>, driver <*>-May-<*>","kernel: ehci_hcd ::d.: USB . enabled, EHCI ., driver -May-",USB enabled by ehci_hcd,ehcihcd,SYSTEM MODULE,USB,OBJECT,enabled,none,,USB,OBJECT,Usb,Register,204,True,"The log message indicates a kernel tainted issue, which is typically considered abnormal in execution processes."
175,840,drivers/usb/input/hid-core.c: v<*>.<*>:USB HID core driver,drivers/usb/input/hid-core.c: v.:USB HID core driver,USB HID core driver,hid-core,SYSTEM MODULE,USB,OBJECT,driver,none,,USB,OBJECT,Usb,Driver,447,True,"The log message indicates that a smartd process has failed, which is an abnormal execution process."
176,890,USB Universal Host Controller Interface driver v<*>.<*>,USB Universal Host Controller Interface driver v.,USB Universal Host Controller Interface driver,USB Universal Host Controller Interface driver,SYSTEM MODULE,none,none,none,none,,USB Universal Host Controller Interface driver,SYSTEM MODULE,UsbUniversalHostControllerInterfaceDriver,Register_security,665,False,"The log message indicates unmounting filesystems, which is a normal execution process."
177,281,kernel: USB Universal Host Controller Interface driver v<*>.<*>,kernel: USB Universal Host Controller Interface driver v.,USB Universal Host Controller Interface driver,USB Universal Host Controller Interface driver,SYSTEM MODULE,none,none,none,none,,USB Universal Host Controller Interface driver,SYSTEM MODULE,UsbUniversalHostControllerInterfaceDriver,Initializing,185,False,"This log message indicates that the SSH server is listening on a specific port, which is a normal execution process."
178,788,Uniform Multi-Platform E-IDE driver Revision: <*>.<*>alpha<*>,Uniform Multi-Platform E-IDE driver Revision: .alpha,Uniform Multi-Platform E-IDE driver Revision,Uniform Multi-Platform E-IDE driver,SYSTEM MODULE,none,none,none,none,,Uniform Multi-Platform E-IDE driver,SYSTEM MODULE,UniformMulti-platformE-ideDriver,none,431,False,"The log message indicates a successful NFS execution process, which is considered normal."
179,848,- User ID: CentOS-<*> (Kernel Module GPG key),- User ID: CentOS- (Kernel Module GPG key),User ID CentOS Kernel Module GPG key,User,OBJECT,Kernel Module,SYSTEM MODULE,none,none,,User,OBJECT,User,none,341,True,The log message indicates a denial of read access which could be abnormal behavior
180,1055,"- User ID: Red Hat, Inc. (Kernel Module GPG key)","- User ID: Red Hat, Inc. (Kernel Module GPG key)","User ID Red Hat, Inc.",User,OBJECT,"Red Hat, Inc.",OBJECT,none,none,,User,OBJECT,User,Register_security,664,True,Error message indicating port binding failure
181,1167,VFS: Can't find a valid FAT filesystem on dev loop<*>.,VFS: Can't find a valid FAT filesystem on dev loop.,VFS finding invalid FAT filesystem,VFS,SYSTEM MODULE,FAT filesystem,OBJECT,finding,invalid,,VFS,SYSTEM MODULE,Vfs,Finding,948,True,"The log message indicates that Privacy Extensions have been disabled, which can be considered abnormal behavior in certain contexts."
182,24,VFS: file-max limit <*> reached,VFS: file-max limit  reached,VFS file-max limit reached,VFS,SYSTEM MODULE,file-max limit,OBJECT,reached,limit,,VFS,SYSTEM MODULE,Vfs,Reached,715,True,"The log message indicates a forceful port down due to a LID conflict, which is an abnormal execution process."
183,774,VFS: Disk quotas dquot_<*>.<*>.<*>,VFS: Disk quotas dquot_..,VFS Disk quotas,VFS,SYSTEM MODULE,Disk quotas,OBJECT,none,none,,VFS,SYSTEM MODULE,Vfs,none,435,False,"The log message indicates the start of the udevd daemon, which is a normal execution process."
184,522,kernel: VIPKL(<*>): Inside CQM_create_cq: Unable to register HH CQ. hh_ret = -<*>,kernel: VIPKL(): Inside CQM_create_cq: Unable to register HH CQ. hh_ret = -,VIPKL unable to register CQ,VIPKL,SYSTEM MODULE,CQ,OBJECT,register,unable,,VIPKL,SYSTEM MODULE,Vipkl,Register,891,False,"The log message indicates a standard file system check process recovering the journal, which is a common and expected operation."
185,55,kernel: VIPKL(<*>): [create_mr] MM_bld_hh_mr failed (-<*>:VAPI_EAGAIN),kernel: VIPKL(): [create_mr] MM_bld_hh_mr failed (-:VAPI_EAGAIN),VIPKL create_mr MM_bld_hh_mr failed,VIPKL,SYSTEM MODULE,MMbldhhmr,OBJECT,create_mr,failed,,VIPKL,SYSTEM MODULE,Vipkl,Create_mr,1196,False,The log message indicates a normal startup process of the cron daemon.
186,1011,acceptor-<*>[<*>]: error binding to socket: Address already in use,acceptor-[]: error binding to socket: Address already in use,acceptor error binding to socket,acceptor,SYSTEM MODULE,socket,OBJECT,error binding,Address already in use,,acceptor,SYSTEM MODULE,Acceptor,Register,926,True,"The log message indicates that the ntpd process is exiting on a signal, which is not a normal behavior for a process. This could indicate a problem or issue with the ntpd process."
187,729,acceptor-<*>[<*>]: exiting,acceptor-[]: exiting,acceptor exiting,acceptor,SYSTEM MODULE,none,none,exiting,none,,acceptor,SYSTEM MODULE,Acceptor,Exiting,613,False,"The log message indicates a kernel autorun process, which is a normal execution process."
188,47,anacron[<*>]: Updated timestamp for job <*> to <*>-<*>-<*>,anacron[]: Updated timestamp for job  to --,anacron updated timestamp for job,anacron,SYSTEM MODULE,job,OBJECT,update timestamp,none,,anacron,SYSTEM MODULE,Anacron,UpdateTimestamp,602,False,"The log message indicates that xinetd has started working and is available, which is a normal execution process."
189,700,anacron[<*>]: Can't open timestamp file for job <*> Read-only file system,anacron[]: Can't open timestamp file for job  Read-only file system,anacron opening timestamp file with Read-only file system,anacron,SYSTEM MODULE,timestamp file,OBJECT,opening,Read-only file system,,anacron,SYSTEM MODULE,Anacron,Opening,969,True,"The log message indicates that the execution process is exiting on a signal, which is not a normal behavior."
190,732,anacron[<*>]: Aborted,anacron[]: Aborted,anacron Aborted,anacron,SYSTEM MODULE,none,none,none,aborted,,anacron,SYSTEM MODULE,Anacron,none,968,False,The log message does not indicate any abnormalities in the execution process.
191,832,Checking aperture...,Checking aperture...,Checking aperture,none,none,aperture,OBJECT,checking,none,,aperture,OBJECT,Aperture,Warning,379,False,"The log message indicates a common process of creating Topspin /dev entries, which is a normal execution process."
192,780,audit: initializing netlink socket (disabled),audit: initializing netlink socket (disabled),audit initializing netlink socket (disabled),audit,SYSTEM MODULE,netlink socket,OBJECT,initializing,disabled,,audit,SYSTEM MODULE,Audit,Initializing,441,False,No log message provided
193,781,audit(<*>.<*>:<*>): initialized,audit(.:): initialized,audit initialized,audit,SYSTEM MODULE,none,none,initialized,none,,audit,SYSTEM MODULE,Audit,Initialize,440,False,"The log message indicates BIOS-provided physical RAM map, which is a common and expected process during system boot-up."
194,819,<*> authentication failure; <*> uid=<*> euid=<*> <*> ruser= <*>, authentication failure;  uid= euid=  ruser= ,authentication failure,authentication,OBJECT,none,none,failure,none,,authentication,OBJECT,Authentication,Failure,621,False,"The log message indicates a successful check of filesystems, which is a normal execution process."
195,896,<*> authentication failure; <*> uid=<*> euid=<*> <*> ruser= <*> <*>, authentication failure;  uid= euid=  ruser=  ,authentication failure,authentication,SYSTEM MODULE,none,none,failure,none,,authentication,SYSTEM MODULE,Authentication,Failure,623,True,The log message indicates an unknown keyword 'authenticate' which could be a sign of abnormal execution process.
196,756,Using cfq io scheduler,Using cfq io scheduler,Using cfq io scheduler,none,none,cfq io scheduler,OBJECT,using,none,,cfq io scheduler,OBJECT,CfqIoScheduler,Using,434,False,"The log message appears to be related to BIOS initialization, which is a normal part of the execution process."
197,1104,chassis_mgr.x[<*>]: [INFO]: power-supply <*> is down,chassis_mgr.x[]: [INFO]: power-supply  is down,power-supply is down,chassismgr,SYSTEM MODULE,power-supply,OBJECT,none,down,,chassismgr,SYSTEM MODULE,Chassismgr,none,1204,False,The log message is not descriptive enough to determine if it indicates an abnormal execution process.
198,942,chassis_mgr.x[<*>]: [INFO]: web-ui components started up successfully,chassis_mgr.x[]: [INFO]: web-ui components started up successfully,chassis_mgr web-ui components started up,chassismgr,SYSTEM MODULE,web-ui components,OBJECT,started up,successful,,chassismgr,SYSTEM MODULE,Chassismgr,Register_security,1076,False,"The log message indicates a successful setting of the system clock, which is a normal execution process."
199,504,chassis_mgr.x[<*>]: [CONF]: [super]: syslog-server <*>,chassis_mgr.x[]: [CONF]: [super]: syslog-server ,chassis_mgr configuring syslog-server,chassismgr,SYSTEM MODULE,syslog-server,OBJECT,configuring,none,,chassismgr,SYSTEM MODULE,Chassismgr,Configuring,1072,False,"The log message indicates the system entering a runlevel, which is a normal part of the execution process."
200,842,"check-disks: eadmin<*>: <*>/<*>/<*> <*>:<*>:<*>, Fault Status assert (Drive Array,Slot/Connector Number: <*>)","check-disks: eadmin: // ::, Fault Status assert (Drive Array,Slot/Connector Number: )",check-disks assert fault status,check-disks,SYSTEM MODULE,Drive Array,OBJECT,assert,fault,,check-disks,SYSTEM MODULE,Check-disks,Driver,1047,False,"The log message indicates a routine file system check process, which is a normal execution process."
201,1186,"check-disks: eadmin<*>: <*>/<*>/<*> <*>:<*>:<*>, Fault Status assert (deassertion event) (Drive Array,Slot/Connector Number: <*>)","check-disks: eadmin: // ::, Fault Status assert (deassertion event) (Drive Array,Slot/Connector Number: )",check-disks asserting Fault Status deassertion,check-disks,SYSTEM MODULE,Fault Status,OBJECT,assert,deassertion,,check-disks,SYSTEM MODULE,Check-disks,Register_security,1048,True,The log message format does not match the expected format for a normal execution process
202,509,"cli.x[<*>]: [INFO]: bSaveConfig=<*>, bSave=<*>","cli.x[]: [INFO]: bSaveConfig=, bSave=",cli.x[] saving config,cli.x[],SYSTEM MODULE,none,none,config save,none,,cli.x[],SYSTEM MODULE,Cli.x[],ConfigSave,1073,True,"The log message indicates that the system was unable to find a mptable, which is a critical component for system functioning. This suggests an abnormal execution process."
203,1038,cli.x[<*>]: [INFO]: Operation failed: show arp <*>,cli.x[]: [INFO]: Operation failed: show arp ,Operation failed show arp,cli.x[],SYSTEM MODULE,arp,OBJECT,show,failed,,cli.x[],SYSTEM MODULE,Cli.x[],Show,1169,True,"The log message indicates a kernel execution process, which might be considered abnormal depending on the context of the system"
204,1102,cli.x[<*>]: [INFO]: Operation failed: show ib dm ioc all services,cli.x[]: [INFO]: Operation failed: show ib dm ioc all services,Operation failed to show services,cli.x[],SYSTEM MODULE,ib dm ioc all services,OBJECT,show,failed,,cli.x[],SYSTEM MODULE,Cli.x[],Show,1171,False,The log message does not indicate any abnormalities in the execution process.
205,1142,"kernel: LustreError: <*>:<*>:(client.c:<*>:ptlrpc_check_status()) @@@ type == PTL_RPC_MSG_ERR, err == -<*> #<*>#@<*>bd<*> x<*>/t<*> o<*>->mds-#<*>#@NID_ca<*>_UUID:<*> lens <*>/<*> ref <*> fl Rpc:R/<*>/<*> rc <*>/-<*>","kernel: LustreError: ::(client.c::ptlrpc_check_status()) @@@ type == PTL_RPC_MSG_ERR, err == - ##@bd x/t o->mds-##@NID_ca_UUID: lens / ref  fl Rpc:R// rc /-",client check_status error,client,SYSTEM MODULE,mds,OBJECT,check_status,error,,client,SYSTEM MODULE,Client,Register_security,921,False,"This log message seems to be a standard kernel message related to ACPI and HPET initialization, which is a normal part of system boot-up process."
206,118,in.tftpd[<*>]: tftp: client does not accept options,in.tftpd[]: tftp: client does not accept options,tftpd client does not accept,tftpd,SYSTEM MODULE,client,OBJECT,does not accept,none,,client,OBJECT,Client,DoesNotAccept,0,False,"The log message indicates a successful operation of enabling local filesystem quotas, which is a normal execution process."
207,424,<*> [CONF]: [super]: config <*> <*> <*> <*> <*>, [CONF]: [super]: config     ,config super,none,none,config,OBJECT,none,none,,config,OBJECT,Config,Register_security,1054,False,The log message does not indicate any abnormalities in the execution process.
208,344,<*> [CONF]: [super]: config <*> <*> <*> <*>, [CONF]: [super]: config    ,config,none,none,config,OBJECT,none,none,,config,OBJECT,Config,Register_security,1053,False,"The log message indicates the initialization of a security scaffold, which is a normal process in system execution."
209,345,cli.x[<*>]: [CONF]: [super]: copy running-config config:startup-config,cli.x[]: [CONF]: [super]: copy running-config config:startup-config,Copying running-config to startup-config,cli.x[],SYSTEM MODULE,config,OBJECT,copy,none,,config,OBJECT,Config,Copy,1052,False,The log message does not indicate any abnormal execution process.
210,520,chassis_mgr.x[<*>]: [CONF]: [super]: config <*> <*> <*>,chassis_mgr.x[]: [CONF]: [super]: config   ,chassis_mgr configuring config,chassismgr,SYSTEM MODULE,config,OBJECT,configuring,none,,config,OBJECT,Config,Register_security,1071,False,"The log message indicates the usage of a timer, which is a common process in many systems."
211,1141,crond[<*>]: (root) CMD (/home/#<*>#/fans/new/getFans-E<*>.sh <*>>&<*> > /dev/null),crond[]: (root) CMD (/home/##/fans/new/getFans-E.sh >& > /dev/null),crond executing getFans-E.sh CMD,crond,SYSTEM MODULE,getFans-E.sh,OBJECT,CMD,none,,crond,SYSTEM MODULE,Crond,Driver,919,True,"The log message indicates a booting processor with unexpected values for processor number, instruction pointer (rip), and stack pointer (rsp). This could be indicative of an abnormal execution process."
